data_path,label,type
dataset/5x_plexus_kfold_v8_hd5_final/12855_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12856_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12857_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12858_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12859_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1285_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12860_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12861_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12862_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12863_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12864_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12865_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12866_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12867_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12868_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12869_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1286_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12870_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12871_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12872_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12873_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12874_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12875_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12876_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12877_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12878_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12879_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1287_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12880_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12881_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12882_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12883_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12884_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12885_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12886_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12887_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12888_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12889_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1288_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12890_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12891_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12892_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12893_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12894_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12895_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12896_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12897_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12898_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12899_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1289_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/128_S00-1910.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/12900_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12901_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12902_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12903_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12904_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12905_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12906_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12907_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12908_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12909_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1290_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/12910_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12911_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12912_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12913_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12914_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12915_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12916_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12917_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12918_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12919_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1291_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12920_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12921_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12922_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12923_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12924_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12925_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12926_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12927_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12928_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12929_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1292_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/12930_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12931_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12932_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12933_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12934_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12935_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12936_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12937_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12938_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12939_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1293_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/12940_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12941_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12942_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12943_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12944_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12945_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12946_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12947_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12948_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12949_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1294_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12950_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12951_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12952_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12953_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12954_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12955_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12956_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12957_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12958_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12959_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1295_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/12960_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12961_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12962_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12963_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12964_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12965_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12966_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12967_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12968_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12969_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1296_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12970_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12971_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12972_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12973_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12974_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12975_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12976_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12977_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12978_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12979_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1297_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/12980_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12981_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12982_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12983_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12984_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12985_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12986_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12987_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12988_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12989_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1298_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/12990_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12991_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12992_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12993_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12994_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12995_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12996_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12997_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12998_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/12999_S16-1197 B3.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1299_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/129_S00-1910.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/12_S00-1910.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13000_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13001_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13002_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13003_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13004_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13005_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13006_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13007_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13008_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13009_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1300_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/13010_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13011_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13012_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13013_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13014_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13015_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13016_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13017_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13018_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13019_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1301_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13020_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13021_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13022_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13023_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13024_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13025_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13026_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13027_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13028_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13029_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1302_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13030_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13031_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13032_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13033_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13034_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13035_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13036_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13037_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13038_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13039_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1303_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13040_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13041_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13042_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13043_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13044_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13045_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13046_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13047_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13048_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13049_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1304_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13050_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13051_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13052_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13053_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13054_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13055_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13056_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13057_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13058_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13059_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1305_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/13060_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13061_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13062_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13063_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13064_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13065_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13066_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13067_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13068_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13069_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1306_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13070_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13071_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13072_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13073_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13074_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13075_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13076_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13077_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13078_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13079_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1307_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13080_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13081_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13082_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13083_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13084_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13085_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13086_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13087_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13088_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13089_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1308_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13090_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13091_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13092_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13093_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13094_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13095_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13096_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13097_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13098_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13099_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1309_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/130_S00-1910.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13100_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13101_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13102_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13103_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13104_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13105_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13106_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13107_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13108_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13109_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1310_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/13110_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13111_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13112_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13113_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13114_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13115_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13116_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13117_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13118_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13119_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1311_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/13120_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13121_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13122_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13123_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13124_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13125_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13126_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13127_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13128_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13129_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1312_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/13130_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13131_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13132_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13133_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13134_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13135_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13136_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13137_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13138_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13139_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1313_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/13140_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13141_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13142_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13143_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13144_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13145_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13146_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13147_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13148_S16-1415.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/13149_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1314_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/13150_S16-1415.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/13151_S16-1415.pkl,0,train
